NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,CUSINE TYPE,RATING,VOTES
Bullet Adda,500,"['Cafe', 'Continental', 'Italian']",Agra,Sikandra,https://www.zomato.com/agra/bullet-adda-1-sikandra/info,Café,4.1,216.0
Aromatic Nosh,700,['Fast Food'],Agra,Kamla Nagar,https://www.zomato.com/agra/aromatic-nosh-kamla-nagar/info,Quick Bites,4.1,100.0
MKOP,200,"['Bakery', 'Fast Food']",Agra,Civil Lines,https://www.zomato.com/agra/mkop-civil-lines/info,Dessert Parlor,4.4,228.0
Pari Family Restaurant,400,"['North Indian', 'Fast Food', 'South Indian']",Agra,Sikandra,https://www.zomato.com/agra/pari-family-restaurant-sikandra/info,Quick Bites,3.8,231.0
Social Attitude,600,"['Cafe', 'Chinese', 'Finger Food', 'North Indian']",Agra,Shahganj,https://www.zomato.com/agra/social-attitude-shahganj/info,Café,3.8,178.0
Bercos,1000,"['Chinese', 'Thai']",Agra,Civil Lines,https://www.zomato.com/agra/bercos-5-civil-lines/info,Casual Dining,4.1,196.0
Ram Babu Parathe Wale,700,['Fast Food'],Agra,Sikandra,https://www.zomato.com/agra/ram-babu-parathe-wale-sikandra/info,Quick Bites,3.1,235.0
Anant Restaurant,350,['South Indian'],Agra,Kamla Nagar,https://www.zomato.com/agra/anant-restaurant-kamla-nagar/info,Casual Dining,4.1,223.0
The Momo Corner,200,"['Chinese', 'Momos', 'Wraps', 'Burger']",Agra,Kamla Nagar,https://www.zomato.com/agra/the-momo-corner-kamla-nagar/info,Quick Bites,4.2,147.0
Grey House Cafe,1500,['Cafe'],Agra,Tajganj,https://www.zomato.com/agra/grey-house-cafe-tajganj/info,Café,4.1,197.0
Dasaprakash Restaurant,550,"['South Indian', 'Desserts']",Agra,Rakabganj,https://www.zomato.com/agra/dasaprakash-restaurant-rakabganj/info,Casual Dining,4.1,211.0
KFC,500,"['Burger', 'Fast Food']",Agra,Tajganj,https://www.zomato.com/agra/kfc-tajganj/info,Quick Bites,4.0,224.0
Capri Restaurant,850,"['North Indian', 'Mughlai']",Agra,Civil Lines,https://www.zomato.com/agra/capri-restaurant-civil-lines/info,Casual Dining,3.5,200.0
Campus Bakers,300,"['Fast Food', 'Bakery']",Agra,Sikandra,https://www.zomato.com/agra/campus-bakers-sikandra/info,Quick Bites,4.1,142.0
The Rollings,700,"['North Indian', 'Chinese', 'Continental']",Agra,Khandari,https://www.zomato.com/agra/the-rollings-khandari/info,Lounge,3.9,146.0
Agarwal Sweet House,250,"['Mithai', 'Fast Food']",Agra,Kamla Nagar,https://www.zomato.com/agra/agarwal-sweet-house-kamla-nagar/info,Sweet Shop,0.0,0.0
Jag Prem Restaurant,400,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/jag-prem-restaurant-tajganj/info,Casual Dining,0.0,0.0
Mama Mutton Chicken Bhandhar,200,"['Hyderabadi', 'Lucknowi', 'North Indian', 'Roast Chicken']",Agra,Sikandra,https://www.zomato.com/agra/mama-mutton-chicken-bhandhar-sikandra/info,Bhojanalya,0.0,0.0
Mor Mukut Misthan Bhandar,150,['Mithai'],Agra,Civil Lines,https://www.zomato.com/agra/mor-mukut-misthan-bhandar-civil-lines/info,Sweet Shop,0.0,0.0
Raj Milk Product And Sweets,350,"['Bakery', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/raj-milk-product-and-sweets-tajganj/info,Bakery,0.0,0.0
RS Eating Hub,200,"['Bakery', 'Fast Food']",Agra,Mantola,https://www.zomato.com/agra/rs-eating-hub-1-mantola/info,Bakery,0.0,0.0
Dayaram Sweets & Namkeen,100,"['Mithai', 'Street Food']",Agra,Mantola,https://www.zomato.com/agra/dayaram-sweets-namkeen-mantola/info,Unknown,0.0,0.0
Al - Kareem restaurant,200,['Afghan'],Agra,Shahganj,https://www.zomato.com/agra/al-kareem-restaurant-1-shahganj/info,Casual Dining,0.0,0.0
Friend's Adda,150,"['North Indian', 'South Indian', 'Chinese']",Agra,Dayal Bagh,https://www.zomato.com/agra/friends-adda-dayal-bagh/info,Quick Bites,0.0,0.0
Goswami Restaurant,200,['North Indian'],Agra,Sikandra,https://www.zomato.com/agra/goswami-restaurant-sikandra/info,Quick Bites,0.0,0.0
Ghatu Shyam Ji Sweets,100,['Mithai'],Agra,Civil Lines,https://www.zomato.com/agra/ghatu-shyam-ji-sweets-civil-lines/info,Sweet Shop,0.0,0.0
Mom's Food,200,['North Indian'],Agra,Kamla Nagar,https://www.zomato.com/agra/moms-food-kamla-nagar/info,Unknown,0.0,0.0
House Of Cuisine,400,['Fast Food'],Agra,Civil Lines,https://www.zomato.com/agra/house-of-cuisine-civil-lines/info,Quick Bites,0.0,0.0
Ganpati Bakers,150,"['Mithai', 'Fast Food']",Agra,Shahganj,https://www.zomato.com/agra/ganpati-bakers-shahganj/info,Quick Bites,0.0,0.0
Punjabi Paratha,100,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/punjabi-paratha-tajganj/info,Casual Dining,0.0,0.0
Pikipuu Agra,350,"['Desserts', 'Bakery']",Agra,Tajganj,https://www.zomato.com/agra/pikipuu-agra-tajganj/info,Dessert Parlor,0.0,0.0
quality paratha,0,['North Eastern'],Agra,Agra Cantt,https://www.zomato.com/agra/quality-paratha-1-agra-cantt/info,Unknown,0.0,0.0
Pandit-Nirmit,0,"['North Indian', 'South Indian', 'Chinese']",Agra,Sikandra,https://www.zomato.com/agra/pandit-nirmit-sikandra/info,Quick Bites,0.0,0.0
Bread Roll HQ,250,['Fast Food'],Agra,Mantola,https://www.zomato.com/agra/bread-roll-hq-mantola/info,Quick Bites,0.0,0.0
Sardari Chicken,300,"['North Indian', 'Chinese']",Agra,Sikandra,https://www.zomato.com/agra/sardari-chicken-sikandra/info,Unknown,0.0,0.0
Gopaldas Pethe Wale,0,['Desserts'],Agra,Mantola,https://www.zomato.com/agra/gopaldas-pethe-wale-mantola/info,Sweet Shop,0.0,0.0
Giani Ice Cream,200,['Ice Cream'],Agra,Agra Cantt,https://www.zomato.com/agra/giani-ice-cream-1-agra-cantt/info,Dessert Parlor,4.1,33.0
Ultimate Pizza,400,['Fast Food'],Agra,Arjun Nagar,https://www.zomato.com/agra/ultimate-pizza-arjun-nagar/info,Quick Bites,3.7,62.0
Marleys  The Milkshake,350,['Beverages'],Agra,Tajganj,https://www.zomato.com/agra/marleys-the-milkshake-tajganj/info,Beverage Shop,3.7,43.0
Culinary Junction By Udupi,800,"['North Indian', 'South Indian', 'European', 'Chinese', 'Italian']",Agra,Tajganj,https://www.zomato.com/agra/culinary-junction-by-udupi-1-tajganj/info,Casual Dining,4.3,24.0
Punjabi Swag,350,['North Indian'],Agra,Dayal Bagh,https://www.zomato.com/agra/punjabi-swag-dayal-bagh/info,Quick Bites,3.8,83.0
Hari Chatni Restaurant,650,"['North Indian', 'Chinese']",Agra,Civil Lines,https://www.zomato.com/agra/hari-chatni-restaurant-civil-lines/info,Casual Dining,3.7,82.0
Pandit Bhojhnalaya,200,['North Indian'],Agra,Sikandra,https://www.zomato.com/agra/pandit-bhojhnalaya-sikandra/info,Bhojanalya,3.5,56.0
Bhole Kona Grill,450,"['North Indian', 'Fast Food']",Agra,Shahganj,https://www.zomato.com/agra/bhole-kona-grill-1-shahganj/info,Quick Bites,3.5,81.0
Indian Chicken Express,700,"['Mughlai', 'North Indian']",Agra,Shahganj,https://www.zomato.com/agra/indian-chicken-express-shahganj/info,Quick Bites,3.8,82.0
Lovely Restaurant,400,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/lovely-restaurant-tajganj/info,Quick Bites,3.5,17.0
The Greens Restaurant & Herbal Cafe,500,"['North Indian', 'South Indian', 'Chinese', 'Continental']",Agra,Rakabganj,https://www.zomato.com/agra/the-greens-restaurant-herbal-cafe-rakabganj/info,Casual Dining,3.9,50.0
Club Rush,1100,"['North Indian', 'Chinese', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/club-rush-tajganj/info,Lounge,3.8,71.0
Blue Coriander,800,"['North Indian', 'Continental', 'Cafe']",Agra,Civil Lines,https://www.zomato.com/agra/blue-coriander-civil-lines/info,Casual Dining,3.9,63.0
Mama's Vegetarian Food Corner,200,"['Fast Food', 'South Indian']",Agra,Agra Cantt,https://www.zomato.com/agra/mamas-vegetarian-food-corner-agra-cantt/info,Quick Bites,3.6,62.0
Shere Punjab Restaurant,500,"['North Indian', 'South Indian', 'Continental']",Agra,Kamla Nagar,https://www.zomato.com/agra/shere-punjab-restaurant-kamla-nagar/info,Casual Dining,3.8,57.0
Sri Dauji's Chatpataa,500,"['North Indian', 'South Indian']",Agra,Kamla Nagar,https://www.zomato.com/agra/sri-daujis-chatpataa-kamla-nagar/info,Casual Dining,3.8,41.0
Ashoka Bar,1000,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/ashoka-bar-civil-lines/info,Bar,3.7,51.0
Spice Kitchen - The Sizzling Multi-Cuisine Restaurant,600,"['North Indian', 'South Indian', 'Chinese']",Agra,Rakabganj,https://www.zomato.com/agra/spice-kitchen-the-sizzling-multi-cuisine-restaurant-rakabganj/info,Casual Dining,3.5,35.0
Shri Thakur Ji Bhojanalaya,150,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/shri-thakur-ji-bhojanalaya-civil-lines/info,Casual Dining,3.9,39.0
Mercury Cafe,250,['Beverages'],Agra,Tajganj,https://www.zomato.com/agra/mercury-cafe-1-tajganj/info,Quick Bites,3.6,39.0
Chhabra's Chicken Corner,300,"['North Indian', 'Biryani', 'Chinese', 'Rolls']",Agra,Shahganj,https://www.zomato.com/agra/chhabras-chicken-corner-shahganj/info,Quick Bites,3.7,64.0
Satkar Pastries,500,"['Fast Food', 'Desserts']",Agra,Kamla Nagar,https://www.zomato.com/agra/satkar-pastries-kamla-nagar/info,Quick Bites,3.7,32.0
Labbaik Chicken Corner,600,['Biryani'],Agra,Mantola,https://www.zomato.com/agra/labbaik-chicken-corner-mantola/info,Casual Dining,3.7,55.0
Roadies,550,['Mughlai'],Agra,Sikandra,https://www.zomato.com/agra/roadies-sikandra/info,Quick Bites,3.5,67.0
The London Bakery,500,['Bakery'],Agra,Kamla Nagar,https://www.zomato.com/agra/the-london-bakery-kamla-nagar/info,Bakery,3.9,59.0
Cafe Godfather,500,"['North Indian', 'Chinese', 'Italian', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/cafe-godfather-tajganj/info,Café,3.7,19.0
Indian By Nature,1200,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/indian-by-nature-civil-lines/info,Casual Dining,2.5,51.0
Pankhuri Restaurant,1000,"['North Indian', 'Chinese', 'Continental', 'South Indian']",Agra,Rakabganj,https://www.zomato.com/agra/pankhuri-restaurant-rakabganj/info,Casual Dining,3.9,66.0
Karims,1200,"['Mughlai', 'Kebab']",Agra,Tajganj,https://www.zomato.com/agra/karims-1-tajganj/info,Quick Bites,3.8,57.0
Vaishno Bakery,300,"['Fast Food', 'Bakery']",Agra,Lohamandi,https://www.zomato.com/agra/vaishno-bakery-lohamandi/info,Quick Bites,3.5,27.0
Gobhi.com,250,"['North Indian', 'Chinese']",Agra,Arjun Nagar,https://www.zomato.com/agra/gobhi-com-2-arjun-nagar/info,Quick Bites,3.8,56.0
Aleem,500,"['Biryani', 'Mughlai', 'Kebab']",Agra,Tajganj,https://www.zomato.com/agra/aleem-tajganj/info,Quick Bites,3.8,69.0
WOS Cafe - World of Spices,800,"['North Indian', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/wos-cafe-world-of-spices-tajganj/info,Casual Dining,3.9,34.0
Hungrill Cafe & Restaurant,200,['Fast Food'],Agra,Sikandra,https://www.zomato.com/agra/hungrill-cafe-restaurant-sikandra/info,Quick Bites,3.6,57.0
Shri Dharamraj Yadav Dhaba,200,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/shri-dharamraj-yadav-dhaba-civil-lines/info,Dhaba,3.6,65.0
Hotel Solitaire,600,"['North Indian', 'South Indian', 'Chinese']",Agra,Civil Lines,https://www.zomato.com/agra/hotel-solitaire-civil-lines/info,Casual Dining,3.7,58.0
Om Restaurant,400,"['North Indian', 'South Indian']",Agra,Agra Cantt,https://www.zomato.com/agra/om-restaurant-agra-cantt/info,Quick Bites,3.6,52.0
Spicy Spoon,550,"['South Indian', 'Chinese', 'North Indian']",Agra,Kamla Nagar,https://www.zomato.com/agra/spicy-spoon-kamla-nagar/info,Casual Dining,3.6,59.0
Pushpak Misthan Bhandar and Sweet,200,"['Mithai', 'Fast Food']",Agra,Mantola,https://www.zomato.com/agra/pushpak-misthan-bhandar-and-sweet-mantola/info,Sweet Shop,3.8,31.0
Hotel Amar - Noorjahan Restaurant,900,"['North Indian', 'Chinese', 'Continental', 'South Indian']",Agra,Hotel Amar-- Tajganj,https://www.zomato.com/agra/hotel-amar-noorjahan-restaurant-tajganj/info,Casual Dining,3.7,42.0
Gupta Ji Dhaba & Veg Briyani,150,['North Indian'],Agra,Sikandra,https://www.zomato.com/agra/gupta-ji-dhaba-veg-briyani-sikandra/info,Dhaba,3.7,36.0
Green Veg Thali,300,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/green-veg-thali-tajganj/info,Quick Bites,2.9,44.0
Dilli Darbar,300,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/dilli-darbar-civil-lines/info,Quick Bites,3.6,30.0
Mama Franky House,200,['Fast Food'],Agra,Shahganj,https://www.zomato.com/agra/mama-franky-house-shahganj/info,Kiosk,3.4,42.0
Agra Zayka Family Restaurant,400,"['North Indian', 'Chinese', 'Continental']",Agra,Kamla Nagar,https://www.zomato.com/agra/agra-zayka-family-restaurant-kamla-nagar/info,Casual Dining,3.2,55.0
Kings,600,"['Bakery', 'Continental']",Agra,Kamla Nagar,https://www.zomato.com/agra/kings-kamla-nagar/info,Quick Bites,3.6,56.0
Sanjay Bakers & Confectioner,300,"['Bakery', 'Desserts']",Agra,Kamla Nagar,https://www.zomato.com/agra/sanjay-bakers-confectioner-kamla-nagar/info,Bakery,3.6,41.0
Pandit Bhojnalaya,200,['North Indian'],Agra,Sikandra,https://www.zomato.com/agra/pandit-bhojnalaya-sikandra/info,Bhojanalya,3.1,16.0
Dreams Bakers Paradise,200,['Bakery'],Agra,Civil Lines,https://www.zomato.com/agra/dreams-bakers-paradise-civil-lines/info,Bakery,3.6,66.0
Glassy,1500,"['Cafe', 'Chinese', 'Continental', 'Indian']",Agra,Tajganj,https://www.zomato.com/agra/glassy-tajganj/info,Café,3.7,45.0
Baba Chicken Mutton,300,"['Mughlai', 'Afghan']",Agra,Sikandra,https://www.zomato.com/agra/baba-chicken-mutton-sikandra/info,Quick Bites,3.3,27.0
Hunger Point Cafe and Bakers,400,"['Cafe', 'Chinese', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/hunger-point-cafe-and-bakers-tajganj/info,Quick Bites,2.8,57.0
Masterchef,400,"['Italian', 'North Indian']",Agra,Sikandra,https://www.zomato.com/agra/masterchef-sikandra/info,Quick Bites,3.5,45.0
Hunger Bites,200,"['South Indian', 'Momos', 'Chinese']",Agra,Khandari,https://www.zomato.com/agra/hunger-bites-1-khandari/info,Quick Bites,0.0,0.0
Cafe De Fusion,250,['Cafe'],Agra,Agra Cantt,https://www.zomato.com/agra/cafe-de-fusion-agra-cantt/info,Café,3.9,36.0
Balaji Dosa Factory,250,"['South Indian', 'Street Food']",Agra,Khandari,https://www.zomato.com/agra/balaji-dosa-factory-khandari/info,Food Truck,3.3,56.0
Sizzling Lounge,300,['Fast Food'],Agra,Khandari,https://www.zomato.com/agra/sizzling-lounge-khandari/info,Quick Bites,3.0,26.0
Selfie Restaurant,400,['North Indian'],Agra,Lohamandi,https://www.zomato.com/agra/selfie-restaurant-lohamandi/info,Quick Bites,3.5,55.0
Bhagat Food Court,500,"['Chinese', 'Street Food']",Agra,Civil Lines,https://www.zomato.com/agra/bhagat-food-court-civil-lines/info,Quick Bites,3.5,60.0
Ohh..foodies,300,"['American', 'Beverages', 'Biryani', 'Continental', 'Indian', 'North Indian', 'Pizza']",Agra,Mantola,https://www.zomato.com/agra/ohh-foodies-mantola/info,Quick Bites,3.5,37.0
European Bakery,300,"['Bakery', 'Desserts', 'Fast Food']",Agra,Civil Lines,https://www.zomato.com/agra/european-bakery-civil-lines/info,Bakery,3.5,30.0
Cafe Chilam,750,"['Cafe', 'Fast Food', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/cafe-chilam-tajganj/info,Café,3.5,48.0
Chatpati Rasoi,350,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/chatpati-rasoi-tajganj/info,Dhaba,3.5,47.0
Ravi Patties & Mocktail Point,100,['Street Food'],Agra,Shahganj,https://www.zomato.com/agra/ravi-patties-mocktail-point-shahganj/info,Quick Bites,3.8,38.0
Mama Momos,400,"['Fast Food', 'Momos']",Agra,Agra Cantt,https://www.zomato.com/agra/mama-momos-agra-cantt/info,Quick Bites,3.5,53.0
Munchies,500,"['Chinese', 'Fast Food']",Agra,Agra Cantt,https://www.zomato.com/agra/munchies-agra-cantt/info,Quick Bites,3.6,41.0
Rasam,500,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/rasam-tajganj/info,Casual Dining,3.6,41.0
DR Food Plaza,200,['North Indian'],Agra,Kamla Nagar,https://www.zomato.com/agra/dr-food-plaza-kamla-nagar/info,Quick Bites,3.7,54.0
Kings Spoon,500,"['North Indian', 'Chinese', 'Continental']",Agra,Sikandra,https://www.zomato.com/agra/kings-spoon-sikandra/info,Casual Dining,3.4,33.0
Shyam Ji Restaurant,300,['North Indian'],Agra,Agra Cantt,https://www.zomato.com/agra/shyam-ji-restaurant-agra-cantt/info,Quick Bites,3.8,30.0
Bhagwati Dhaba & Thali,200,['North Indian'],Agra,Kamla Nagar,https://www.zomato.com/agra/bhagwati-dhaba-thali-kamla-nagar/info,Quick Bites,3.3,13.0
V & S Maggie Point,150,"['Fast Food', 'Italian']",Agra,Shahganj,https://www.zomato.com/agra/v-s-maggie-point-shahganj/info,Quick Bites,3.7,32.0
C-9 Restaurant,700,"['Chinese', 'Continental', 'Desserts', 'North Indian', 'Pizza', 'Rolls', 'Sandwich', 'South Indian']",Agra,Civil Lines,https://www.zomato.com/agra/c-9-restaurant-civil-lines/info,Quick Bites,3.5,46.0
Tunda Kababi,500,"['North Indian', 'Mughlai']",Agra,Civil Lines,https://www.zomato.com/agra/tunda-kababi-civil-lines/info,Casual Dining,3.0,24.0
Flavours Restaurant,850,"['North Indian', 'Chinese', 'Fast Food', 'South Indian']",Agra,Civil Lines,https://www.zomato.com/agra/flavours-restaurant-civil-lines/info,Casual Dining,3.9,52.0
Sri Dauji Restaurant,100,['Desserts'],Agra,Kamla Nagar,https://www.zomato.com/agra/sri-dauji-restaurant-kamla-nagar/info,Dessert Parlor,3.3,36.0
Labbaik Chicken Corner,600,"['Mughlai', 'North Indian']",Agra,Civil Lines,https://www.zomato.com/agra/labbaik-chicken-corner-civil-lines/info,Quick Bites,3.5,37.0
Saket Restaurant,750,"['North Indian', 'Chinese', 'South Indian']",Agra,Khandari,https://www.zomato.com/agra/saket-restaurant-khandari/info,Casual Dining,3.1,41.0
Level 4,700,['Continental'],Agra,Tajganj,https://www.zomato.com/agra/level-4-tajganj/info,Quick Bites,0.0,0.0
Chef On Wheels,200,"['Chinese', 'Continental', 'North Indian']",Agra,Tajganj,https://www.zomato.com/agra/chef-on-wheels-tajganj/info,Quick Bites,3.3,39.0
Prem Bhalla Restaurant,650,"['North Indian', 'Chinese', 'Fast Food']",Agra,Arjun Nagar,https://www.zomato.com/agra/prem-bhalla-restaurant-arjun-nagar/info,Casual Dining,3.6,35.0
Nandani Red Crystal Restaurant,250,"['South Indian', 'Pizza', 'Chinese', 'Desserts']",Agra,Sikandra,https://www.zomato.com/agra/nandani-red-crystal-restaurant-sikandra/info,Quick Bites,3.3,28.0
The Master Chef Restaurant,400,"['Fast Food', 'Italian', 'Chinese']",Agra,Agra Cantt,https://www.zomato.com/agra/the-master-chef-restaurant-agra-cantt/info,Quick Bites,3.4,33.0
Bhagwan Corner Cakes And Pastries,200,['Bakery'],Agra,Mantola,https://www.zomato.com/agra/bhagwan-corner-cakes-and-pastries-mantola/info,Bakery,3.3,15.0
The Tounge,400,"['North Indian', 'South Indian', 'Chinese']",Agra,Kamla Nagar,https://www.zomato.com/agra/the-tounge-kamla-nagar/info,Casual Dining,3.6,32.0
Panchratan Restaurant,900,"['North Indian', 'South Indian']",Agra,Civil Lines,https://www.zomato.com/agra/panchratan-restaurant-civil-lines/info,Casual Dining,3.6,42.0
Shri Ambika Restaurant,850,"['North Indian', 'South Indian', 'Chinese']",Agra,Kamla Nagar,https://www.zomato.com/agra/shri-ambika-restaurant-kamla-nagar/info,Casual Dining,3.6,46.0
Punjabi Hut,400,"['Indian', 'North Indian']",Agra,Shahganj,https://www.zomato.com/agra/punjabi-hut-shahganj/info,Quick Bites,2.8,37.0
Sauma,1400,"['Chinese', 'North Indian']",Agra,Tajganj,https://www.zomato.com/agra/sauma-tajganj/info,Casual Dining,3.8,26.0
Dhaba Dictionary,200,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/dhaba-dictionary-tajganj/info,Quick Bites,3.1,6.0
Twisters,500,"['Chinese', 'Fast Food', 'Mughlai', 'North Indian', 'Rolls']",Agra,Civil Lines,https://www.zomato.com/agra/twisters-civil-lines/info,Quick Bites,3.7,44.0
Faluda Corner,200,['Ice Cream'],Agra,Agra Cantt,https://www.zomato.com/agra/faluda-corner-agra-cantt/info,Dessert Parlor,3.3,18.0
Zam Zam Chicken Corner,300,['Fast Food'],Agra,Sikandra,https://www.zomato.com/agra/zam-zam-chicken-corner-sikandra/info,Quick Bites,3.4,45.0
Punjabi Grill,700,"['Mughlai', 'North Indian']",Agra,Tajganj,https://www.zomato.com/agra/punjabi-grill-tajganj/info,Quick Bites,3.6,27.0
Goldy Cool Cafe & Bakers,300,"['Bakery', 'Fast Food']",Agra,Kamla Nagar,https://www.zomato.com/agra/goldy-cool-cafe-bakers-kamla-nagar/info,Quick Bites,0.0,0.0
Ambience Restaurant,800,"['North Indian', 'Continental']",Agra,Kamla Nagar,https://www.zomato.com/agra/ambience-restaurant-kamla-nagar/info,Casual Dining,3.4,38.0
Foyer Restaurant and Cafe,800,['Cafe'],Agra,Tajganj,https://www.zomato.com/agra/foyer-restaurant-and-cafe-tajganj/info,Quick Bites,2.9,15.0
G Chakna- G Hotel,1000,"['Chinese', 'Continental', 'North Indian']",Agra,Kamla Nagar,https://www.zomato.com/agra/g-chakna-g-hotel-kamla-nagar/info,Casual Dining,3.6,28.0
Thakur Ji Thaliwala,200,['Indian'],Agra,Kamla Nagar,https://www.zomato.com/agra/thakur-ji-thaliwala-kamla-nagar/info,Quick Bites,3.4,15.0
Dasaprakash Restaurant,650,['South Indian'],Agra,Tajganj,https://www.zomato.com/agra/dasaprakash-restaurant-1-tajganj/info,Casual Dining,3.8,22.0
Jain Bhojnalya,300,['North Indian'],Agra,Sikandra,https://www.zomato.com/agra/jain-bhojnalya-sikandra/info,Bhojanalya,3.5,29.0
Shivam Restaurant,200,"['Fast Food', 'Desserts']",Agra,Agra Cantt,https://www.zomato.com/agra/shivam-restaurant-agra-cantt/info,Quick Bites,2.8,28.0
Food Stock Xchange,500,"['North Indian', 'Chinese', 'Fast Food']",Agra,Tajganj,https://www.zomato.com/agra/food-stock-xchange-tajganj/info,Quick Bites,3.6,24.0
The Culture Of Spices- Kitchen & Lounge,900,"['North Indian', 'Continental']",Agra,Sikandra,https://www.zomato.com/agra/the-culture-of-spices-kitchen-lounge-sikandra/info,Casual Dining,3.1,18.0
Falahar,150,"['Fast Food', 'Street Food']",Agra,Khandari,https://www.zomato.com/agra/falahar-khandari/info,Unknown,0.0,0.0
Waffled,200,['Desserts'],Agra,Tajganj,https://www.zomato.com/agra/waffled-tajganj/info,Dessert Parlor,3.4,20.0
Login Restaurant & Rooftop Cafe,400,"['North Indian', 'Chinese', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/login-restaurant-rooftop-cafe-tajganj/info,Casual Dining,3.4,26.0
The Silk Route Restaurant,1000,"['North Indian', 'Chinese', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/the-silk-route-restaurant-tajganj/info,Casual Dining,3.4,29.0
Safarnama Cafe,400,"['Cafe', 'North Indian']",Agra,Tajganj,https://www.zomato.com/agra/safarnama-cafe-tajganj/info,Café,0.0,0.0
Jawahar Bhojnalay,400,['North Indian'],Agra,Dayal Bagh,https://www.zomato.com/agra/jawahar-bhojnalay-dayal-bagh/info,Dhaba,3.6,29.0
Abhishek Dhaba,350,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/abhishek-dhaba-tajganj/info,Dhaba,3.2,37.0
Khanaa Khazanaa,400,"['North Indian', 'Continental', 'Fast Food']",Agra,Dayal Bagh,https://www.zomato.com/agra/khanaa-khazanaa-dayal-bagh/info,Quick Bites,3.4,22.0
Navratan Fast Food & Restaurant,500,"['North Indian', 'South Indian', 'Fast Food']",Agra,Dayal Bagh,https://www.zomato.com/agra/navratan-fast-food-restaurant-dayal-bagh/info,Quick Bites,3.6,39.0
Lal Tadka Restaurant,500,['North Indian'],Agra,Lohamandi,https://www.zomato.com/agra/lal-tadka-restaurant-lohamandi/info,Casual Dining,3.3,29.0
The Chef's Club,600,"['North Indian', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/the-chefs-club-tajganj/info,Casual Dining,3.5,26.0
Anjali Restaurant,500,"['North Indian', 'Chinese', 'Continental', 'South Indian']",Agra,Shahganj,https://www.zomato.com/agra/anjali-restaurant-shahganj/info,Quick Bites,3.1,34.0
Eating Meeting Restaurant,600,"['North Indian', 'Chinese', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/eating-meeting-restaurant-tajganj/info,Casual Dining,2.3,25.0
Merry Go Round,1250,"['North Indian', 'Chinese', 'Continental']",Agra,Hotel Pushp Villa-- Tajganj,https://www.zomato.com/agra/merry-go-round-tajganj/info,Casual Dining,2.7,24.0
Shake Adda,250,['Beverages'],Agra,Kamla Nagar,https://www.zomato.com/agra/shake-adda-kamla-nagar/info,Quick Bites,3.6,33.0
Hotel Bengal Lodge Bar & Restaurant,650,['Finger Food'],Agra,Rakabganj,https://www.zomato.com/agra/hotel-bengal-lodge-bar-restaurant-rakabganj/info,Bar,0.0,0.0
Lazeez Restaurant,600,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/lazeez-restaurant-tajganj/info,Casual Dining,3.2,9.0
Mulla Ji Briyani Restaurant,200,['Biryani'],Agra,Sikandra,https://www.zomato.com/agra/mulla-ji-briyani-restaurant-sikandra/info,Unknown,3.4,9.0
Hotel Poonam Plaza,700,"['North Indian', 'Chinese']",Agra,Dayal Bagh,https://www.zomato.com/agra/hotel-poonam-plaza-dayal-bagh/info,Casual Dining,3.5,24.0
Goverdhan Bakery,300,"['Bakery', 'Fast Food']",Agra,Shahganj,https://www.zomato.com/agra/goverdhan-bakery-shahganj/info,Bakery,3.7,22.0
Vishal Dhaba,150,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/vishal-dhaba-tajganj/info,Dhaba,0.0,0.0
Orange Restaurant,1500,"['Chinese', 'Continental', 'Fast Food', 'Finger Food', 'North Indian']",Agra,Rakabganj,https://www.zomato.com/agra/orange-restaurant-rakabganj/info,Casual Dining,3.6,18.0
Gyani Dhaba,150,['North Indian'],Agra,Dayal Bagh,https://www.zomato.com/agra/gyani-dhaba-dayal-bagh/info,Dhaba,3.6,26.0
Panchhi Petha Bhandar,200,['Mithai'],Agra,Sikandra,https://www.zomato.com/agra/panchhi-petha-bhandar-sikandra/info,Sweet Shop,3.5,21.0
