NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,CUSINE TYPE,RATING,VOTES
Riya dairy & fast food,100,['Fast Food'],Agra,Dayal Bagh,https://www.zomato.com/agra/riya-dairy-fast-food-dayal-bagh/info,Quick Bites,3.3,12.0
Tasty Bite Restaurant,800,"['North Indian', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/tasty-bite-restaurant-tajganj/info,Casual Dining,2.9,5.0
Indo American Foods,150,"['Fast Food', 'Italian']",Agra,Dayal Bagh,https://www.zomato.com/agra/indo-american-foods-1-dayal-bagh/info,Quick Bites,3.3,13.0
JMB Bakery,350,"['Bakery', 'Fast Food']",Agra,Sikandra,https://www.zomato.com/agra/jmb-bakery-sikandra/info,Quick Bites,3.1,13.0
Pracheen Petha,0,['Desserts'],Agra,Civil Lines,https://www.zomato.com/agra/pracheen-petha-2-civil-lines/info,Sweet Shop,0.0,0.0
Anokhe Paratha,150,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/anokhe-paratha-tajganj/info,Quick Bites,3.3,10.0
Yadav Dhaba Purana,300,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/yadav-dhaba-purana-civil-lines/info,Dhaba,3.9,225.0
Mocha,1500,"['Cafe', 'Italian', 'Chinese', 'Continental', 'North Indian']",Agra,Tajganj,https://www.zomato.com/agra/mocha-tajganj/info,Café,4.3,441.0
Jahanpanah,850,"['North Indian', 'Mughlai']",Agra,Agra Cantt,https://www.zomato.com/agra/jahanpanah-agra-cantt/info,Casual Dining,3.9,270.0
Subway,500,"['Healthy Food', 'Sandwich', 'Salad']",Agra,Khandari,https://www.zomato.com/agra/subway-khandari/info,Quick Bites,4.1,253.0
Papa Ji Da Dhaba,250,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/papa-ji-da-dhaba-civil-lines/info,Dhaba,4.0,341.0
Pind Balluchi,1000,"['North Indian', 'Mughlai']",Agra,Tajganj,https://www.zomato.com/agra/pind-balluchi-tajganj/info,Casual Dining,4.2,494.0
Chapter 1 Cafe,1000,"['Cafe', 'Italian', 'Mexican', 'North Indian', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/chapter-1-cafe-tajganj/info,Café,4.2,263.0
Sugar N Thyme,1000,"['Cafe', 'Chinese', 'Thai', 'Continental', 'Italian', 'Bakery', 'Desserts']",Agra,Tajganj,https://www.zomato.com/agra/sugar-n-thyme-tajganj/info,Café,4.3,261.0
Amritsari Kulcha Junction,600,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/amritsari-kulcha-junction-civil-lines/info,Quick Bites,4.1,321.0
G Thal,900,"['Rajasthani', 'Gujarati', 'Mughlai']",Agra,Khandari,https://www.zomato.com/agra/g-thal-khandari/info,Casual Dining,3.7,240.0
D'Delicia,1600,"['North Indian', 'Chinese', 'Mexican', 'Italian']",Agra,Tajganj,https://www.zomato.com/agra/ddelicia-tajganj/info,Fine Dining,4.6,224.0
Jain Restaurant,500,['North Indian'],Agra,Shahganj,https://www.zomato.com/agra/jain-restaurant-shahganj/info,Quick Bites,4.2,262.0
Bhadawar Hotel,200,['North Indian'],Agra,Mantola,https://www.zomato.com/agra/bhadawar-hotel-mantola/info,Quick Bites,4.0,138.0
Thaaliwala,700,"['North Indian', 'Fast Food']",Agra,Tajganj,https://www.zomato.com/agra/thaaliwala-tajganj/info,Casual Dining,4.0,316.0
The Forest,800,['Indian'],Agra,Sikandra,https://www.zomato.com/agra/the-forest-sikandra/info,Casual Dining,3.7,250.0
Burger Panda,250,"['Burger', 'Fast Food']",Agra,Shahganj,https://www.zomato.com/agra/burger-panda-shahganj/info,Quick Bites,3.9,82.0
Apollo Foods,400,['Bakery'],Agra,Civil Lines,https://www.zomato.com/agra/apollo-foods-1-civil-lines/info,Quick Bites,3.1,4.0
Dear Shoppy,200,['Fast Food'],Agra,Khandari,https://www.zomato.com/agra/dear-shoppy-4-khandari/info,Quick Bites,3.3,8.0
Shri Mahaveer Bakery And Confectionery,150,"['Desserts', 'Bakery']",Agra,Sikandra,https://www.zomato.com/agra/shri-mahaveer-bakery-and-confectionery-sikandra/info,Bakery,3.1,4.0
Mr. Food,200,['Fast Food'],Agra,Shahganj,https://www.zomato.com/agra/mr-food-shahganj/info,Quick Bites,0.0,0.0
Chai Dose,100,['Tea'],Agra,Dayal Bagh,https://www.zomato.com/agra/chai-dose-dayal-bagh/info,Unknown,0.0,0.0
Sukoon Restaurant,850,"['North Indian', 'Desserts', 'Chinese', 'Biryani']",Agra,Tajganj,https://www.zomato.com/agra/sukoon-restaurant-tajganj/info,Casual Dining,0.0,0.0
Agarwal Sweet House,300,['Mithai'],Agra,Khandari,https://www.zomato.com/agra/agarwal-sweet-house-khandari/info,Sweet Shop,0.0,0.0
Foodie Bites,250,"['North Indian', 'Fast Food']",Agra,Sikandra,https://www.zomato.com/agra/foodie-bites-sikandra/info,Unknown,3.1,6.0
S.R Restaurant & Fast food,500,"['North Indian', 'Fast Food']",Agra,Tajganj,https://www.zomato.com/agra/s-r-restaurant-fast-food-tajganj/info,Casual Dining,2.9,7.0
Gravy Spicy Tasty,400,['North Indian'],Agra,Sikandra,https://www.zomato.com/agra/gravy-spicy-tasty-sikandra/info,Unknown,3.2,11.0
Lick N Bite Bakers,300,['Bakery'],Agra,Sikandra,https://www.zomato.com/agra/lick-n-bite-bakers-sikandra/info,Bakery,2.9,6.0
K.K Juice House,150,['Juices'],Agra,Lohamandi,https://www.zomato.com/agra/k-k-juice-house-lohamandi/info,Beverage Shop,0.0,0.0
Munna Lal Sweets,150,['Mithai'],Agra,Mantola,https://www.zomato.com/agra/munna-lal-sweets-1-mantola/info,Sweet Shop,0.0,0.0
Grilled And Chilled Cafe,100,['Fast Food'],Agra,Sikandra,https://www.zomato.com/agra/grilled-and-chilled-cafe-sikandra/info,Unknown,0.0,0.0
Prince Bakers,250,"['Bakery', 'Fast Food']",Agra,Civil Lines,https://www.zomato.com/agra/prince-bakers-civil-lines/info,Bakery,3.2,10.0
New Agarwal Sweet,250,"['Mithai', 'Street Food']",Agra,Shahganj,https://www.zomato.com/agra/new-agarwal-sweet-shahganj/info,Sweet Shop,0.0,0.0
Cakeshh,800,['Bakery'],Agra,Dayal Bagh,https://www.zomato.com/agra/cakeshh-agra/info,Bakery,3.2,6.0
K.D Bakers,200,['Bakery'],Agra,Sikandra,https://www.zomato.com/agra/k-d-bakers-sikandra/info,Dessert Parlor,3.0,4.0
Indian Spice,450,"['North Indian', 'South Indian', 'Chinese']",Agra,Sikandra,https://www.zomato.com/agra/indian-spice-sikandra/info,Casual Dining,2.8,9.0
Shivam Restaurant,250,"['North Indian', 'Chinese', 'Fast Food']",Agra,Tajganj,https://www.zomato.com/agra/shivam-restaurant-1-tajganj/info,Quick Bites,3.1,4.0
Vintage House,900,"['North Indian', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/vintage-house-2-tajganj/info,Casual Dining,4.1,27.0
Rajmahal Restaurant,1000,"['North Indian', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/rajmahal-restaurant-tajganj/info,Casual Dining,2.8,7.0
Naturelo,400,"['Ice Cream', 'Desserts', 'Beverages']",Agra,Civil Lines,https://www.zomato.com/agra/naturelo-civil-lines/info,Dessert Parlor,4.0,50.0
Maruti Restaurant,700,"['North Indian', 'South Indian', 'Chinese']",Agra,Khandari,https://www.zomato.com/agra/maruti-restaurant-khandari/info,Casual Dining,3.2,7.0
Maharaja Agrasen Confectionery,200,['Bakery'],Agra,Sikandra,https://www.zomato.com/agra/maharaja-agrasen-confectionery-sikandra/info,Bakery,0.0,0.0
Shubhansh Eat And Treat Point,200,['Fast Food'],Agra,Sikandra,https://www.zomato.com/agra/shubhansh-eat-and-treat-point-sikandra/info,Quick Bites,0.0,0.0
Ram Shyam Pan Bhandar,100,['Paan'],Agra,Kamla Nagar,https://www.zomato.com/agra/ram-shyam-pan-bhandar-kamla-nagar/info,Paan Shop,0.0,0.0
Unique Foodz & Bakez,300,['Fast Food'],Agra,Kamla Nagar,https://www.zomato.com/agra/unique-foodz-bakez-kamla-nagar/info,Quick Bites,3.2,5.0
Shri Jagdamba Bakers,200,"['Fast Food', 'Bakery']",Agra,Kamla Nagar,https://www.zomato.com/agra/shri-jagdamba-bakers-kamla-nagar/info,Bakery,3.2,7.0
Agarsen Sweets,400,['Mithai'],Agra,Civil Lines,https://www.zomato.com/agra/agarsen-sweets-civil-lines/info,Sweet Shop,3.2,5.0
Indo Italian Street,200,['Street Food'],Agra,Kamla Nagar,https://www.zomato.com/agra/indo-italian-street-kamla-nagar/info,Quick Bites,3.3,8.0
Jain Food Court,300,['North Indian'],Agra,Khandari,https://www.zomato.com/agra/jain-food-court-khandari/info,Quick Bites,3.1,4.0
Cake Room,100,['Bakery'],Agra,Tajganj,https://www.zomato.com/agra/cake-room-tajganj/info,Bakery,0.0,0.0
Imran Hot Roll Centre,100,['Rolls'],Agra,Shahganj,https://www.zomato.com/agra/imran-hot-roll-centre-shahganj/info,Kiosk,3.2,8.0
Veg Express,300,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/veg-express-civil-lines/info,Unknown,3.1,5.0
Hotel  Neelkanth,300,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/hotel-neelkanth-civil-lines/info,Quick Bites,0.0,0.0
Govind Ji Sweets,200,"['Mithai', 'Street Food']",Agra,Sikandra,https://www.zomato.com/agra/govind-ji-sweets-sikandra/info,Sweet Shop,0.0,0.0
Top'n'treat,150,['Fast Food'],Agra,Khandari,https://www.zomato.com/agra/topntreat-khandari/info,Quick Bites,3.1,4.0
Brothers Bistro,500,['Cafe'],Agra,Kamla Nagar,https://www.zomato.com/agra/brothers-bistro-kamla-nagar/info,Café,3.5,55.0
The Golden Grilled,400,"['North Indian', 'Fast Food']",Agra,Khandari,https://www.zomato.com/agra/the-golden-grilled-khandari/info,Casual Dining,3.2,5.0
Novelty Restaurant,1000,"['North Indian', 'Mughlai']",Agra,Rakabganj,https://www.zomato.com/agra/novelty-restaurant-rakabganj/info,Casual Dining,2.8,5.0
Gupta Bakery & Sweet Shop,250,['Bakery'],Agra,Tajganj,https://www.zomato.com/agra/gupta-bakery-sweet-shop-tajganj/info,Bakery,0.0,0.0
Prasadam,100,['North Indian'],Agra,Khandari,https://www.zomato.com/agra/prasadam-1-khandari/info,Quick Bites,3.2,6.0
Yash Cafe,500,"['North Indian', 'Fast Food']",Agra,Tajganj,https://www.zomato.com/agra/yash-cafe-tajganj/info,Casual Dining,0.0,0.0
Rathi Ranchhod,200,['Mithai'],Agra,Sikandra,https://www.zomato.com/agra/rathi-ranchhod-sikandra/info,Sweet Shop,0.0,0.0
Anant Krishna Foods,150,['Bakery'],Agra,Dayal Bagh,https://www.zomato.com/agra/anant-krishna-foods-dayal-bagh/info,Bakery,0.0,0.0
Punjabi Van,250,"['North Indian', 'Fast Food']",Agra,Kamla Nagar,https://www.zomato.com/agra/punjabi-van-kamla-nagar/info,Quick Bites,2.9,4.0
Maggi Magic,200,['Fast Food'],Agra,Khandari,https://www.zomato.com/agra/maggi-magic-khandari/info,Quick Bites,0.0,0.0
Gaurav Sweets,250,['Mithai'],Agra,Sikandra,https://www.zomato.com/agra/gaurav-sweets-1-sikandra/info,Sweet Shop,3.1,5.0
Little Spice Restaurant,250,"['North Indian', 'South Indian', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/little-spice-restaurant-tajganj/info,Quick Bites,0.0,0.0
Ichchha Veg Briyani & Fast Food,200,"['Biryani', 'Fast Food']",Agra,Sikandra,https://www.zomato.com/agra/ichchha-veg-briyani-fast-food-sikandra/info,Quick Bites,3.2,4.0
BUDDIE'S CAFE,0,['Cafe'],Agra,Kamla Nagar,https://www.zomato.com/agra/buddies-cafe-kamla-nagar/info,Café,0.0,0.0
G Baba Francky Corner,200,['Fast Food'],Agra,Sikandra,https://www.zomato.com/agra/g-baba-francky-corner-sikandra/info,Quick Bites,3.1,6.0
Deshraj Ka Dhaba,150,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/deshraj-ka-dhaba-civil-lines/info,Quick Bites,0.0,0.0
Y NOT Cafe and restaurant,350,['Cafe'],Agra,Sikandra,https://www.zomato.com/agra/y-not-cafe-and-restaurant-sikandra/info,Café,0.0,0.0
Ahan Restaurant - Hotel Trisha Bhoomi Residency,850,"['North Indian', 'Chinese', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/ahan-restaurant-hotel-trisha-bhoomi-residency-tajganj/info,Casual Dining,0.0,0.0
Bhimsain Baij Nath - Dalmoth Pehta Wala,200,"['Mithai', 'Desserts']",Agra,Civil Lines,https://www.zomato.com/agra/bhimsain-baij-nath-dalmoth-pehta-wala-civil-lines/info,Dessert Parlor,0.0,0.0
Jyoti Family Restaurant,300,['North Indian'],Agra,Khandari,https://www.zomato.com/agra/jyoti-family-restaurant-khandari/info,Quick Bites,0.0,0.0
Ganga Khandvi Dhokla House,100,['Fast Food'],Agra,Kamla Nagar,https://www.zomato.com/agra/ganga-khandvi-dhokla-house-kamla-nagar/info,Quick Bites,0.0,0.0
Abdul Sattar Nashte Wale,150,['Fast Food'],Agra,Mantola,https://www.zomato.com/agra/abdul-sattar-nashte-wale-mantola/info,Quick Bites,0.0,0.0
New Riao Restaurant,1000,"['North Indian', 'Chinese', 'Mughlai', 'Continental']",Agra,Agra Cantt,https://www.zomato.com/agra/new-riao-restaurant-agra-cantt/info,Casual Dining,2.8,4.0
Desi Masala,200,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/desi-masala-civil-lines/info,Quick Bites,3.2,5.0
Girraj Restaurant,200,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/girraj-restaurant-civil-lines/info,Quick Bites,0.0,0.0
Annapurna,500,"['Chinese', 'Fast Food', 'North Indian', 'South Indian']",Agra,Tajganj,https://www.zomato.com/agra/annapurna-tajganj/info,Quick Bites,0.0,0.0
Anjali Sweet,200,"['Mithai', 'Fast Food']",Agra,Sikandra,https://www.zomato.com/agra/anjali-sweet-sikandra/info,Sweet Shop,0.0,0.0
Bedweiser Cafe,350,"['North Indian', 'Fast Food']",Agra,Tajganj,https://www.zomato.com/agra/bedweiser-cafe-tajganj/info,Quick Bites,3.2,5.0
Gopal Juice Corner,100,['Juices'],Agra,Sikandra,https://www.zomato.com/agra/gopal-juice-corner-sikandra/info,Beverage Shop,0.0,0.0
Relax He Relax Restaurant,800,"['North Indian', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/relax-he-relax-restaurant-tajganj/info,Quick Bites,0.0,0.0
Thali Bhojnalaya,300,"['North Indian', 'South Indian', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/thali-bhojnalaya-tajganj/info,Quick Bites,0.0,0.0
Swad Thali,200,['North Indian'],Agra,Mantola,https://www.zomato.com/agra/swad-thali-mantola/info,Quick Bites,0.0,0.0
Vidhi Foods,200,['North Indian'],Agra,Sikandra,https://www.zomato.com/agra/vidhi-foods-sikandra/info,Quick Bites,0.0,0.0
Pandit Ji Sweets,200,['Mithai'],Agra,Shahganj,https://www.zomato.com/agra/pandit-ji-sweets-shahganj/info,Sweet Shop,0.0,0.0
Jai Pepsi Cafe,100,['Street Food'],Agra,Dayal Bagh,https://www.zomato.com/agra/jai-pepsi-cafe-dayal-bagh/info,Quick Bites,0.0,0.0
Gupta Ji Restaurant,100,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/gupta-ji-restaurant-tajganj/info,Quick Bites,0.0,0.0
Goyal Sweet,250,['Mithai'],Agra,Kamla Nagar,https://www.zomato.com/agra/goyal-sweet-kamla-nagar/info,Sweet Shop,0.0,0.0
Jai Pratha King,100,['North Indian'],Agra,Dayal Bagh,https://www.zomato.com/agra/jai-pratha-king-dayal-bagh/info,Quick Bites,0.0,0.0
New Taj Darbar,900,"['North Indian', 'Chinese', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/new-taj-darbar-tajganj/info,Casual Dining,0.0,0.0
Brijwasi Chat Bandar,100,['Street Food'],Agra,Sikandra,https://www.zomato.com/agra/brijwasi-chat-bandar-sikandra/info,Quick Bites,0.0,0.0
Khan Baba Fruits And Juice Corner,100,['Juices'],Agra,Sikandra,https://www.zomato.com/agra/khan-baba-fruits-and-juice-corner-sikandra/info,Beverage Shop,0.0,0.0
Eats And Treats,300,['Fast Food'],Agra,Civil Lines,https://www.zomato.com/agra/eats-and-treats-civil-lines/info,Unknown,0.0,0.0
JMD Juice and Shakes,250,"['Beverages', 'Fast Food']",Agra,Agra Cantt,https://www.zomato.com/agra/jmd-juice-and-shakes-agra-cantt/info,Beverage Shop,0.0,0.0
The Idea Inn,800,"['North Indian', 'Continental', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/the-idea-inn-tajganj/info,Casual Dining,0.0,0.0
Karan Restaurant,1000,"['Chinese', 'North Indian', 'Fast Food']",Agra,Hotel Ganga Ratan-- Tajganj,https://www.zomato.com/agra/karan-restaurant-tajganj/info,Casual Dining,3.1,4.0
Eggstroke,500,"['North Indian', 'Rolls', 'Sandwich']",Agra,Civil Lines,https://www.zomato.com/agra/eggstroke-civil-lines/info,Quick Bites,0.0,0.0
Jain Sweet,200,"['Mithai', 'Desserts']",Agra,Sikandra,https://www.zomato.com/agra/jain-sweet-sikandra/info,Sweet Shop,0.0,0.0
Pratap Restaurant,500,['Cuisine Varies'],Agra,Tajganj,https://www.zomato.com/agra/pratap-restaurant-tajganj/info,Quick Bites,0.0,0.0
Shree Dwarikadesh Dosa Corner,200,['South Indian'],Agra,Sikandra,https://www.zomato.com/agra/shree-dwarikadesh-dosa-corner-sikandra/info,Quick Bites,0.0,0.0
Swad Sweets And Food Paradise,400,"['North Indian', 'South Indian', 'Chinese']",Agra,Shahganj,https://www.zomato.com/agra/swad-sweets-and-food-paradise-shahganj/info,Quick Bites,0.0,0.0
Agra Prasadam,250,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/agra-prasadam-1-civil-lines/info,Quick Bites,0.0,0.0
Bedariya Ram Gajak Wale,700,['Desserts'],Agra,Mantola,https://www.zomato.com/agra/bedariya-ram-gajak-wale-mantola/info,Quick Bites,0.0,0.0
Food By Kilo,250,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/food-by-kilo-civil-lines/info,Quick Bites,0.0,0.0
Rajput Food Corner,150,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/rajput-food-corner-civil-lines/info,Quick Bites,0.0,0.0
Zaika's - The Taste,300,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/zaikas-the-taste-civil-lines/info,Quick Bites,0.0,0.0
Green Park Restaurant,600,"['North Indian', 'Mughlai']",Agra,Tajganj,https://www.zomato.com/agra/green-park-restaurant-tajganj/info,Casual Dining,0.0,0.0
Star Chilli,1250,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/star-chilli-tajganj/info,Casual Dining,0.0,0.0
The Glass Onion Cafe And Family Corner,250,['North Indian'],Agra,Dayal Bagh,https://www.zomato.com/agra/the-glass-onion-cafe-and-family-corner-dayal-bagh/info,Quick Bites,0.0,0.0
Bansal Sweets,200,['Mithai'],Agra,Rakabganj,https://www.zomato.com/agra/bansal-sweets-rakabganj/info,Sweet Shop,0.0,0.0
Shree Krishna Murari Misthan Bhandar,200,"['Desserts', 'Street Food', 'Fast Food']",Agra,Dayal Bagh,https://www.zomato.com/agra/shree-krishna-murari-misthan-bhandar-dayal-bagh/info,Sweet Shop,0.0,0.0
Tree House Cafe,500,"['Italian', 'Mexican', 'Chinese', 'North Indian']",Agra,Civil Lines,https://www.zomato.com/agra/tree-house-cafe-civil-lines/info,Food Court,0.0,0.0
Mithaas Sweets & Snacks,200,['Mithai'],Agra,Tajganj,https://www.zomato.com/agra/mithaas-sweets-snacks-tajganj/info,Sweet Shop,0.0,0.0
Aapki Rasoi,200,['North Indian'],Agra,Dayal Bagh,https://www.zomato.com/agra/aapki-rasoi-dayal-bagh/info,Quick Bites,0.0,0.0
Bhadawar Sweets,250,['Mithai'],Agra,Sikandra,https://www.zomato.com/agra/bhadawar-sweets-sikandra/info,Sweet Shop,0.0,0.0
Prema Palace Hotel & Restaurant,1000,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/prema-palace-hotel-restaurant-tajganj/info,Casual Dining,0.0,0.0
Cafe Aim Korean Restaurant,350,['Korean'],Agra,Tajganj,https://www.zomato.com/agra/cafe-aim-korean-restaurant-tajganj/info,Casual Dining,0.0,0.0
Shri Parasnath Misthan Bhandar,300,"['Mithai', 'Street Food']",Agra,Mantola,https://www.zomato.com/agra/shri-parasnath-misthan-bhandar-mantola/info,Sweet Shop,0.0,0.0
Shri Raj Bhojnalya,200,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/shri-raj-bhojnalya-civil-lines/info,Bhojanalya,0.0,0.0
Anna Purna Canteen,250,['North Indian'],Agra,Civil Lines,https://www.zomato.com/agra/anna-purna-canteen-civil-lines/info,Quick Bites,0.0,0.0
Pracheen Petha,100,"['Desserts', 'Mithai']",Agra,Mantola,https://www.zomato.com/agra/pracheen-petha-1-mantola/info,Sweet Shop,0.0,0.0
Radha Swami Chinese Fast Food,100,"['North Indian', 'Chinese', 'Street Food']",Agra,Tajganj,https://www.zomato.com/agra/radha-swami-chinese-fast-food-tajganj/info,Quick Bites,0.0,0.0
Lucky's Cafe,400,"['Fast Food', 'Cafe', 'North Indian']",Agra,Tajganj,https://www.zomato.com/agra/luckys-cafe-tajganj/info,Café,0.0,0.0
Amrut Restaurant,300,['North Indian'],Agra,Dayal Bagh,https://www.zomato.com/agra/amrut-restaurant-dayal-bagh/info,Quick Bites,0.0,0.0
Gun - Gun Confectionery,100,['Fast Food'],Agra,Shahganj,https://www.zomato.com/agra/gun-gun-confectionery-shahganj/info,Unknown,0.0,0.0
Brijwasi Sweet House,400,"['Mithai', 'Desserts']",Agra,Dayal Bagh,https://www.zomato.com/agra/brijwasi-sweet-house-dayal-bagh/info,Sweet Shop,0.0,0.0
Gupta Sweets,400,['Mithai'],Agra,Kamla Nagar,https://www.zomato.com/agra/gupta-sweets-kamla-nagar/info,Sweet Shop,0.0,0.0
Shiva Bhojhnalaya,200,['North Indian'],Agra,Sikandra,https://www.zomato.com/agra/shiva-bhojhnalaya-sikandra/info,Quick Bites,0.0,0.0
Gori Shankar Fruit &  Punchshake Corner,100,['Beverages'],Agra,Sikandra,https://www.zomato.com/agra/gori-shankar-fruit-punchshake-corner-sikandra/info,Beverage Shop,0.0,0.0
Krishna Namkeen and Sweet,200,['Mithai'],Agra,Shahganj,https://www.zomato.com/agra/krishna-namkeen-and-sweet-shahganj/info,Sweet Shop,0.0,0.0
Hiralal Food Corner,250,['Fast Food'],Agra,Civil Lines,https://www.zomato.com/agra/hiralal-food-corner-civil-lines/info,Quick Bites,0.0,0.0
VR Food Zone,250,['Indian'],Agra,Dayal Bagh,https://www.zomato.com/agra/vr-food-zone-dayal-bagh/info,Quick Bites,0.0,0.0
laxman Fast Food,200,['Fast Food'],Agra,Civil Lines,https://www.zomato.com/agra/laxman-fast-food-civil-lines/info,Quick Bites,0.0,0.0
Chocolate Cafe,0,['Bakery'],Agra,Kamla Nagar,https://www.zomato.com/agra/chocolate-cafe-kamla-nagar/info,Unknown,0.0,0.0
Jodha Restaurant,800,['North Indian'],Agra,Sikandra,https://www.zomato.com/agra/jodha-restaurant-1-sikandra/info,Casual Dining,0.0,0.0
Golden Grilled,400,['Mughlai'],Agra,Khandari,https://www.zomato.com/agra/golden-grilled-khandari/info,Quick Bites,0.0,0.0
Apna Bhojnalaya,150,['North Indian'],Agra,Shahganj,https://www.zomato.com/agra/apna-bhojnalaya-shahganj/info,Quick Bites,0.0,0.0
Mama  Bhojnalya,600,"['Healthy Food', 'North Indian', 'Fast Food']",Agra,Kamla Nagar,https://www.zomato.com/agra/mama-bhojnalya-kamla-nagar/info,Quick Bites,0.0,0.0
Moolchand Grocery And Bakery,200,['Bakery'],Agra,Sikandra,https://www.zomato.com/agra/moolchand-grocery-and-bakery-sikandra/info,Bakery,0.0,0.0
Rajput Bakers,200,['Bakery'],Agra,Kuberpur,https://www.zomato.com/agra/rajput-bakers-kuberpur/info,Bakery,0.0,0.0
Grace Rooftop Restaurant,200,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/grace-rooftop-restaurant-tajganj/info,Quick Bites,0.0,0.0
Hotel Taj Heights,700,"['North Indian', 'Chinese', 'Mughlai']",Agra,Tajganj,https://www.zomato.com/agra/hotel-taj-heights-tajganj/info,Casual Dining,0.0,0.0
Krishna Namkeen and Sweets,200,['Mithai'],Agra,Shahganj,https://www.zomato.com/agra/krishna-namkeen-and-sweets-1-shahganj/info,Sweet Shop,0.0,0.0
Harbour Delight - Hotel Light House,700,"['North Indian', 'Chinese']",Agra,Tajganj,https://www.zomato.com/agra/harbour-delight-hotel-light-house-tajganj/info,Casual Dining,0.0,0.0
Rudra Fast Food,100,['North Indian'],Agra,Shahganj,https://www.zomato.com/agra/rudra-fast-food-shahganj/info,Quick Bites,0.0,0.0
Pandit Ji Fast Food,200,['Fast Food'],Agra,Shahganj,https://www.zomato.com/agra/pandit-ji-fast-food-shahganj/info,Quick Bites,0.0,0.0
Mama Cake House,150,['Bakery'],Agra,Kamla Nagar,https://www.zomato.com/agra/mama-cake-house-kamla-nagar/info,Quick Bites,0.0,0.0
Gaurav Bakers,150,"['Bakery', 'Fast Food']",Agra,Sikandra,https://www.zomato.com/agra/gaurav-bakers-sikandra/info,Bakery,0.0,0.0
China Town,200,"['Fast Food', 'Burger']",Agra,Shahganj,https://www.zomato.com/agra/china-town-2-shahganj/info,Unknown,0.0,0.0
Blue Bird Bakers,250,['Bakery'],Agra,Kamla Nagar,https://www.zomato.com/agra/blue-bird-bakers-kamla-nagar/info,Bakery,0.0,0.0
Radhey govind bakery,250,"['Bakery', 'Fast Food']",Agra,Shahganj,https://www.zomato.com/agra/radhey-govind-bakery-shahganj/info,Bakery,0.0,0.0
Hotel Atithi,600,"['North Indian', 'Chinese', 'Continental']",Agra,Tajganj,https://www.zomato.com/agra/hotel-atithi-tajganj/info,Casual Dining,0.0,0.0
All About chocolat,500,['Desserts'],Agra,Khandari,https://www.zomato.com/agra/all-about-chocolat-khandari/info,Unknown,0.0,0.0
Sri Sainath Food Service,250,['North Indian'],Agra,Khandari,https://www.zomato.com/agra/sri-sainath-food-service-khandari/info,Quick Bites,0.0,0.0
Radhika Sweet Corner,300,['Mithai'],Agra,Sikandra,https://www.zomato.com/agra/radhika-sweet-corner-sikandra/info,Sweet Shop,0.0,0.0
Swaggy Cafe,100,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/swaggy-cafe-tajganj/info,Quick Bites,0.0,0.0
Prem Confectionery,100,['Fast Food'],Agra,Shahganj,https://www.zomato.com/agra/prem-confectionery-shahganj/info,Confectionery,0.0,0.0
Rahul Bakers,200,"['Fast Food', 'Bakery']",Agra,Shahganj,https://www.zomato.com/agra/rahul-bakers-shahganj/info,Bakery,0.0,0.0
Youngistan Cafe,400,['Cafe'],Agra,Civil Lines,https://www.zomato.com/agra/youngistan-cafe-civil-lines/info,Café,0.0,0.0
Agra Coffee House,150,"['Coffee', 'Fast Food']",Agra,Civil Lines,https://www.zomato.com/agra/agra-coffee-house-civil-lines/info,Quick Bites,0.0,0.0
Shree Jee Sweets And Dairy,200,['Mithai'],Agra,Shahganj,https://www.zomato.com/agra/shree-jee-sweets-and-dairy-shahganj/info,Dessert Parlor,0.0,0.0
Abhishek Restaurant,200,['North Indian'],Agra,Tajganj,https://www.zomato.com/agra/abhishek-restaurant-tajganj/info,Quick Bites,0.0,0.0
